source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,direction,nerve_cluster,dominant_sample_fraction,n_contributing_samples,normalised_entropy,batch_qc_pass
malignant,nerve_c0,CALR,ITGAV,0.6560223,1.0,0.3639045,-0.0858469893095553,0.0823071538659254,0.030723644,0.8298073,1.0,0.5618047835734522,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,RGMB,NEO1,0.39311296,0.0,0.099961706,0.2316337045350678,0.3379497168231995,0.03455778,0.71873796,0.54179826921399,0.5639762190932732,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CCN1,ITGAV,0.35802588,1.0,0.12656677,-0.0815800975295615,0.345708739972986,0.030723644,0.741964,1.0,0.5879393116365556,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CALM3,PDE1A,0.3690314,0.0,0.0967546,0.0420558079869035,0.0513245874551587,0.0143987965,0.7154302,1.0,0.5898102335473362,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LGALS3,MCAM,0.6457747,0.0,0.40185592,0.6366316229595468,1.3766545637735623,0.12746301,0.8366982,0.0196684719973873,0.5939852899654442,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,EFNB2,RHBDL2,0.16243714,0.0,0.023677332,0.2361820711401982,0.189854916360716,0.04430132,0.5543038,0.688659264247569,0.594191973942044,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,GNAI2,S1PR5,0.4095037,0.0,0.16311754,0.9967934257042276,0.3383756482780712,0.11071917,0.76549613,0.0663682632693412,0.5942695256170565,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ITGAV,THY1,0.36542806,1.0,0.09611762,-0.1305148803010136,-0.1553350088084144,0.08809433,0.7147574,1.0,0.5966256385853151,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,FN1,ITGAV_ITGB1,0.35475963,1.0,0.123965375,-0.0877744951467721,0.2630242370769056,0.030723644,0.739971,1.0,0.6062311384947358,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,FN1,ITGAV_ITGB8,0.35475963,1.0,0.123965375,-0.0877744951467721,0.2630242370769056,0.030723644,0.739971,1.0,0.6062311384947358,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,BSG,SLC16A1,0.641824,0.0,0.30263305,0.0112796126772264,0.3716848150912398,0.07353415,0.8163898,0.4505772643742581,0.6070280697324212,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ADAM12,ITGB1,0.37265587,0.0,0.09511073,0.1506374416544983,0.1306500631998199,0.04716795,0.7136826,0.5624987146442475,0.6089773850143044,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CSF1,SIRPA,0.16769376,0.0,0.024013842,0.0971373150309903,-0.0072096472421203,0.0543559,0.5560464,0.6854917746036341,0.6126721284103258,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,TNC,ITGA2,0.46622097,0.0,0.16682039,0.141751534842829,0.9727967825328668,0.02909463,0.7675048,0.7954059657877337,0.6135326494429765,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CLEC11A,ITGB1,0.37213585,0.0,0.0945056,0.1701005888567106,0.2540959242699138,0.04716795,0.71303004,0.5624987146442475,0.6166625405794728,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,AGT,LRP2,0.41065133,0.0,0.16772942,0.3657102702133494,0.8281086093788881,0.025888462,0.7679893,0.2380947917709082,0.620287245730903,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,COL9A3,ITGAV_ITGB8,0.35171485,1.0,0.12154038,-0.1133435459717283,-0.242418460227281,0.030723644,0.73806584,1.0,0.6214984418441822,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,BMP7,ACTR2,0.42658103,0.0,0.16797294,0.0884269105728691,0.2771381590442699,0.05001841,0.76811856,0.4410611606935753,0.6231971024262094,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,CALM1,PDE1A,0.82690215,0.001,0.25285426,0.0354047705897909,-0.0053812552623342,0.0143987965,0.8025364,1.0,0.6236086877747318,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,MDK,SORL1,0.48857614,0.43,0.16811359,-0.020426542009262,0.5497720949814133,0.020531218,0.76819307,1.0,0.625385315522695,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,JAM2,ITGAV_ITGB1,0.35094702,1.0,0.12092886,-0.0764511754140722,0.0922964761472888,0.030723644,0.737578,1.0,0.6263595595176131,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,ACTR2,LRP2,0.41191435,0.0,0.16869076,0.334838803441322,0.243737108629479,0.025888462,0.7684981,0.8520987538066463,0.6280670620686906,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LRPAP1,SORL1,0.35048833,1.0,0.10655886,-0.0418170799646315,0.0800197463478964,0.020531218,0.72515243,1.0,0.6285553541043147,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,RTN4,NGFR,0.7945636,0.999,0.24939288,0.0942602078646083,-0.5501201851426494,0.030097209,0.80144197,1.0,0.6336861036584958,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,C1QB,C1QBP,0.34849536,1.0,0.09706248,-0.0468368004566131,0.0637938890662896,0.082885996,0.7157535,1.0,0.6408475479068202,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,APOE,SORL1,0.66161263,1.0,0.24524724,-0.0456537034111584,0.338043263629123,0.020531218,0.80010486,1.0,0.6478836781502798,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,COL9A2,ITGA2_ITGB1,0.1723373,0.0,0.024929605,0.0731251008957733,-0.1472942913086209,0.02909463,0.5606609,1.0,0.6499364883234008,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,GNAI2,ADORA1,0.42086267,0.0,0.1739574,0.3137247335871886,0.2255688462797425,0.08456673,0.7712216,0.1525497800283082,0.6583243058328979,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LAMA5,DAG1,0.15862702,1.0,0.025065348,-0.0842804716112585,0.0762634969456628,0.04020186,0.56132954,1.0,0.6610983096270718,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTN1,UNC5C,0.34246612,0.0,0.104890734,0.1127981728657362,0.3790084346491217,0.017818939,0.7235773,0.9944595686347696,0.671510653229331,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,YBX1,NOTCH1,0.82661176,0.03,0.2369647,-0.0385708752127542,0.6610146592332974,0.057218187,0.7973433,0.9259967724484782,0.6827856590975182,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NTRK3,PTPRS,0.42192787,1.0,0.17800628,-0.0615230459487463,-0.1740325787200236,0.032929976,0.77324504,1.0,0.6840963514474603,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NRXN3,NLGN1,0.42332608,1.0,0.17920464,-0.336663125855569,-1.6080542534004898,0.013654317,0.7738327,1.0,0.6927906883799879,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,MAML2,NOTCH1,0.6444663,1.0,0.17921068,-0.0680131473454152,0.2199643190478895,0.057218187,0.77383566,1.0,0.6931816764507625,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NCAM1,PTPRZ1,0.63785845,1.0,0.1804412,-0.774094971982256,-2.3036100296955784,0.009590296,0.7744339,1.0,0.7015583805306402,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,NAMPT,INSR,0.6083982,0.0,0.362607,0.1539864216957537,0.6468435030750057,0.033609513,0.8295549,0.7363637490628256,0.7053792014907823,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
malignant,nerve_c0,LRPAP1,LRP2,0.42933035,0.0,0.18194665,0.3595258205439794,0.4879062396875563,0.025888462,0.77515876,0.2417385635279728,0.710532384811988,malignant_to_nerve,nerve_c0,0.4029,19,0.5772,True
